y_m,AVL_LiftPerSpan_Npm,Shear_N,BendingMoment_Nm,Curvature_1pm,Slope_rad,Deflection_m,ThetaCoupling_rad,ThetaTotal_rad
0.72,365.595379113019,608.296110994538,587.71223608625,0.0241978162258838,0.0248780376119927,0.00990770087488765,-0.00497038928850155,-0.00497038928850155
0.75,363.660615164521,597.357271080375,569.627435355127,0.0234532125615333,0.025592803043804,0.0106647634847246,-0.00511319245093238,-0.00511319245093238
0.78,361.725851216023,586.476474084667,551.869929177651,0.0227220845626099,0.0262854325006661,0.0114429370178917,-0.00525157306145243,-0.00525157306145243
0.81,359.791087267525,575.653720007413,534.43797626627,0.0220043605352579,0.0269563291771341,0.0122415634430587,-0.00538561167440157,-0.00538561167440157
0.84,357.856323319027,564.889008848615,517.329835333429,0.0212999687856217,0.0276058941169473,0.0130599967924699,-0.00551538841440767,-0.00551538841440767
0.87,355.921559370529,554.182340608272,500.543765091576,0.0206088376198456,0.0282345262130293,0.0138976030974195,-0.00564098297638663,-0.00564098297638663
0.9,353.986795422031,543.533715286383,484.078024253156,0.0199308953440741,0.0288426222074881,0.0147537603237273,-0.00576247462554234,-0.00576247462554234
0.93,352.033252904379,532.943414561487,467.930867305438,0.0192660700904885,0.0294305766890066,0.0156278583071747,-0.00587994219684535,-0.00587994219684535
0.96,349.957649687221,522.413551022613,452.100512821677,0.0186142885125864,0.0299987820680527,0.0165192986885306,-0.00599346409008014,-0.00599346409008014
0.99,347.882046470063,511.945955580254,436.585120222634,0.0179754748283857,0.0305476285181673,0.0174274948473239,-0.00610311825811494,-0.00610311825811494
1.02,345.806443252904,501.540628234409,421.382821465414,0.017349552125146,0.0310775039224702,0.0183518718339335,-0.00620898219621424,-0.00620898219621424
1.05,343.730840035746,491.197568985079,406.491748507121,0.0167364434901266,0.0315887938566993,0.019291866300621,-0.00631113293865004,-0.00631113293865004
1.08,341.655236818588,480.916777832264,391.910033304861,0.0161360720105873,0.03208188158921,0.0202469264323096,-0.00640964705870191,-0.00640964705870191
1.11,339.57963360143,470.698254775964,377.635807815738,0.0155483607737875,0.0325571480809757,0.0212165118773624,-0.00650460066865694,-0.00650460066865694
1.14,337.504030384272,460.541999816179,363.667203996856,0.0149732328669867,0.0330149719855873,0.0222000936783609,-0.00659606941980974,-0.00659606941980974
1.17,335.335978494624,450.449399682995,350.002333004368,0.0144106105210091,0.0334557296364072,0.0231971542026908,-0.00668412849989588,-0.00668412849989588
1.2,333.123075268817,440.422513876544,336.639254300975,0.0138604138383093,0.033879795001797,0.0242071870722638,-0.00676885262414682,-0.00676885262414682
1.23,330.910172043011,430.462015166866,323.575986365324,0.0133225612339099,0.0342875396278803,0.025229697091709,-0.0068503160238545,-0.0068503160238545
1.26,328.697268817204,420.567903553963,310.810537584511,0.0127969707073351,0.034679332606999,0.0262642001752322,-0.00692859244006921,-0.00692859244006921
1.29,326.484365591398,410.740179037834,298.340916345634,0.012283560258109,0.0350555405714806,0.0273102232729094,-0.00700375512235437,-0.00700375512235437
1.32,324.271462365591,400.978841618479,286.16513103579,0.0117822478857557,0.0354165276936386,0.0283673042968862,-0.00707587682878656,-0.00707587682878656
1.35,322.058559139785,391.283891295898,274.281190042074,0.0112929515897995,0.0357626556857719,0.0294349920475773,-0.00714502982595546,-0.00714502982595546
1.38,319.845655913979,381.655328070092,262.687101751584,0.0108155893697643,0.0360942838001654,0.0305128461398664,-0.00721128588896393,-0.00721128588896393
1.41,317.496478334749,372.095196056361,251.380843889687,0.0103500779627422,0.036411768810153,0.0316004369290212,-0.00727471629764461,-0.00727471629764461
1.44,315.1359855565,362.605709097992,240.360330312372,0.00989633147613749,0.0367154649517362,0.0326973454354495,-0.00733539182489587,-0.00733539182489587
1.47,312.77549277825,353.187036922971,229.623439122058,0.00945426254527655,0.0370057238620574,0.0338031632676564,-0.00739338272438938,-0.00739338272438938
1.5,310.415,343.839179531297,219.168045875244,0.00902378370066284,0.0372828945557465,0.0349174925439235,-0.00744875872584436,-0.00744875872584436
1.53,308.05450722175,334.562136922971,208.99202612843,0.00860480747279979,0.0375473234233484,0.0360399458136099,-0.00750158903471349,-0.00750158903471349
1.56,305.6940144435,325.355909097992,199.093255438115,0.00819724639219088,0.0377993542313233,0.03717014597843,-0.00755194233218285,-0.00755194233218285
1.59,303.333521665251,316.220496056361,189.4696093608,0.00780101298933954,0.0380393281220462,0.0383077262137305,-0.00759988677517197,-0.00759988677517197
1.62,300.961076989247,307.156077076544,180.118960763806,0.00741601968402803,0.0382675836121467,0.0394523298897434,-0.00764548999600199,-0.00764548999600199
1.65,298.444689892473,298.164990573318,171.039144749058,0.00704217734112765,0.0384844565675241,0.0406036104924385,-0.00768881909740401,-0.00768881909740401
1.68,295.928302795699,289.249395682995,162.227928955214,0.0066793940478515,0.0386902801383588,0.0417612315430267,-0.00772994063953499,-0.00772994063953499
1.71,293.411915698925,280.409292405576,153.683048633885,0.00632757655794418,0.0388853846974457,0.0429248665155638,-0.00776892062765737,-0.00776892062765737
1.74,290.895528602151,271.64468074106,145.402239036686,0.0059866316251503,0.0390700978201921,0.0440941987533284,-0.00780582450814278,-0.00780582450814278
1.77,288.379141505376,262.955560689447,137.383235415228,0.00565646600321444,0.0392447442846176,0.0452689213849005,-0.00784071716847209,-0.00784071716847209
1.8,285.862754408602,254.341932250737,129.623773021125,0.00533698644588122,0.039409646071354,0.0464487372402401,-0.00787366293723539,-0.00787366293723539
1.83,283.346367311828,245.803795424931,122.12158710599,0.00502809970689522,0.0395651223636457,0.0476333587667651,-0.00790472558413202,-0.00790472558413202
1.86,280.755111706881,237.34227323965,114.874396076021,0.00472971184642651,0.0397114895369455,0.0488225079452739,-0.00793396831789198,-0.00793396831789198
1.89,278.009535299375,228.960803534556,107.879849924408,0.00444172610788328,0.0398490611062601,0.050015916204922,-0.00796145377575599,-0.00796145377575599
1.92,275.263958891868,220.661701121688,101.135512354565,0.00416404218187352,0.0399781476306065,0.051213324335975,-0.00798724400438688,-0.00798724400438688
1.95,272.518382484361,212.444966001044,94.6389123477237,0.00389655832939246,0.0400990566382755,0.0524144824000082,-0.00801140044493794,-0.00801140044493794
1.98,269.772806076854,204.310598172626,88.3875788851186,0.00363917281143527,0.0402120926053879,0.0536191496386632,-0.00803398392876868,-0.00803398392876868
2.01,267.027229669348,196.258597636433,82.3790409479828,0.00339178388899717,0.0403175569558944,0.0548270943820824,-0.00805505467744476,-0.00805505467744476
2.04,264.281653261841,188.288964392465,76.6108275175493,0.00315428982307335,0.0404157480615754,0.0560380939573445,-0.008074672302738,-0.008074672302738
2.07,261.536076854334,180.401698440722,71.0804675750515,0.00292658887465901,0.0405069612420414,0.0572519345968987,-0.00809289580662641,-0.00809289580662641
2.1,258.496847877921,172.601204569738,65.7854240298946,0.00270857658438068,0.040591488723927,0.0584684113463882,-0.00810978357314163,-0.00810978357314163
2.13,255.412441583214,164.892565227822,60.7230174829312,0.00250014263360932,0.0406696195121969,0.0596873279699301,-0.00812539334265703,-0.00812539334265703
2.16,252.328035288507,157.276458074746,55.8904821333926,0.00230117314631067,0.0407416392488957,0.0609084968513465,-0.00813978218366738,-0.00813978218366738
2.19,249.243628993801,149.752883110511,51.2850420156138,0.00211155382793226,0.0408078301535093,0.0621317388923826,-0.00815300648087358,-0.00815300648087358
2.22,246.159222699094,142.321840335118,46.9039211639294,0.0019311703839216,0.0408684710166871,0.0633568834099355,-0.00816512193392841,-0.00816512193392841
2.25,243.074816404387,134.983329748565,42.7443436126741,0.00175990851972619,0.0409238372002418,0.0645837680331895,-0.00817618355743656,-0.00817618355743656
2.28,239.990410109681,127.737351350854,38.8035333961829,0.00159765394079353,0.0409742006371496,0.0658122386007503,-0.00818624568095462,-0.00818624568095462
2.31,236.44405984252,120.590834301571,35.0786106113964,0.00144428807316739,0.041019829767359,0.067042149056818,-0.00819536193616629,-0.00819536193616629
2.34,232.832721259843,113.551682585036,31.5664728580974,0.00129968318203858,0.0410609893361871,0.0682733613433712,-0.00820358521660397,-0.00820358521660397
2.37,229.221382677165,106.620871025981,28.2638845539321,0.00116370604910338,0.0410979401746543,0.0695057452860338,-0.00821096763376173,-0.00821096763376173
2.4,225.610044094488,99.7983996244061,25.1675954941763,0.00103622285401266,0.041130939108201,0.0707391784752766,-0.00821756049885787,-0.00821756049885787
2.43,221.998705511811,93.0842683803115,22.2743554741055,0.000917099776417304,0.0411602389476574,0.0719735461461145,-0.00822341432103068,-0.00822341432103068
2.46,218.387366929134,86.4784772936974,19.5809142889954,0.000806202995968179,0.0411860884892432,0.073208741057668,-0.00822857880733843,-0.00822857880733843
2.49,214.267930288462,79.9886478354334,17.0839074120584,0.000703393985345467,0.0412087324439629,0.0744446633716661,-0.00823310284865324,-0.00823310284865324
2.52,209.691848557692,73.6292511527411,14.7796389272358,0.000608520572972528,0.0412284111623377,0.0756812205257606,-0.0082370344646652,-0.0082370344646652
2.55,205.115766826923,67.4071369219719,12.6640931061151,0.000521417419671153,0.0412453602322274,0.0769183270966791,-0.00824042072353109,-0.00824042072353109
2.58,200.539685096154,61.3223051431257,10.7331514751386,0.000441914955947698,0.0412598102178616,0.0781559046534304,-0.00824330768973541,-0.00824330768973541
2.61,195.963603365385,55.3747558162027,8.98269556074873,0.000369843612308526,0.0412719865963855,0.0793938816056441,-0.00824574041141272,-0.00824574041141272
2.64,191.387521634615,49.5644889412026,7.40860688938764,0.000305033819259991,0.041282109757859,0.0806321930509578,-0.00824776292034765,-0.00824776292034765
2.67,185.050624277457,43.9179167525216,6.00637080398178,0.000247299695284778,0.0412903947605772,0.0818707806187343,-0.00824941818309015,-0.00824941818309015
2.7,178.677791907514,38.461990509747,4.77067219504774,0.000196422401919768,0.0412970505920352,0.0831095922990235,-0.00825074795330359,-0.00825074795330359
2.73,172.304959537572,33.1972492380707,3.69578359883049,0.000152166122881286,0.0413022794199073,0.0843485822492026,-0.00825179262211758,-0.00825179262211758
2.76,165.93212716763,28.1236929374927,2.77596946619704,0.000114294708987211,0.0413062763323853,0.085587710585487,-0.00825259116625026,-0.00825259116625026
2.79,158.221917602996,23.2613822659333,2.00519333814565,8.25596217239452e-05,0.041309229147346,0.086826943167683,-0.00825318110988168,-0.00825318110988168
2.82,148.201692883895,18.6650281086299,1.3762971825272,5.66661441605708e-05,0.0413113175338342,0.0880662513679007,-0.00825359834913477,-0.00825359834913477
2.85,138.181468164794,14.3692806928996,0.880782550504255,3.62643705259514e-05,0.0413127114915545,0.0893056118032815,-0.00825387684829253,-0.00825387684829253
2.88,128.161243445693,10.3741400187423,0.50963123982963,2.09829952945831e-05,0.0413135702020418,0.0905450060286855,-0.00825404841027321,-0.00825404841027321
2.91,111.564384615385,6.77825559782608,0.252345305581103,1.03897876460409e-05,0.0413140407937859,0.0917844201936229,-0.00825414242991417,-0.00825414242991417
2.94,93.3913076923078,3.70392021321071,0.0951126684155522,3.91606423987265e-06,0.0413142553815642,0.0930238446362532,-0.00825418530245948,-0.00825418530245948
2.97,65.6392282608694,1.31846217391303,0.0197769326086954,8.14273638343423e-07,0.0413143263366324,0.0942632733620261,-0.0082541994785901,-0.0082541994785901
3,22.2582500000001,0,0,0,0.041314338550737,0.0955027033353366,-0.00825420191884907,-0.00825420191884907
